ops	steps	M	K	N	zone
285924	2822496972	196	11	18778	1,1,1,1,1,1,2,1,2
285938	2822797488	196	11	18779	1,1,1,1,1,1,2,1,1,1
285953	2823098024	196	11	18780	1,1,1,1,1,1,3,2
285967	2823398572	196	11	18781	1,1,1,1,1,1,4,1
285985	2823699164	196	11	18782	1,1,1,1,1,1,5
285999	2823999744	196	11	18783	1,1,1,1,1,1,3,1,1
286014	2824300344	196	11	18784	1,1,1,1,1,1,2,1,2
286028	2824600956	196	11	18785	1,1,1,1,1,1,2,1,1,1
286045	2824901596	196	11	18786	1,1,1,1,1,1,1,1,1,2
286059	2825202240	196	11	18787	1,1,1,1,1,1,1,1,1,1,1
286074	2825502904	196	11	18788	1,1,1,1,1,1,1,1,1,2
286088	2825803580	196	11	18789	1,1,1,1,1,1,1,1,2,1
286104	2826104288	196	11	18790	1,1,1,1,1,1,1,1,3
286118	2826404996	196	11	18791	1,1,1,1,1,1,1,1,1,1,1
286133	2826705724	196	11	18792	1,1,1,1,1,1,1,1,1,2
286147	2827006464	196	11	18793	1,1,1,1,1,1,1,1,1,1,1
286164	2827307232	196	11	18794	1,1,1,1,1,1,1,1,1,2
286178	2827608004	196	11	18795	1,1,1,1,1,1,1,1,1,1,1
286193	2827908796	196	11	18796	1,1,1,1,1,1,1,2,2
286207	2828209600	196	11	18797	1,1,1,1,1,1,1,3,1
286224	2828510444	196	11	18798	1,1,1,1,1,2,4
286238	2828811280	196	11	18799	1,1,1,1,1,2,2,1,1
286253	2829112136	196	11	18800	1,1,1,1,1,2,1,1,2
286267	2829413004	196	11	18801	1,1,1,1,1,2,1,1,1,1
286284	2829713900	196	11	18802	1,1,1,1,1,2,1,1,2
286298	2830014800	196	11	18803	1,1,1,1,1,2,1,1,1,1
286313	2830315720	196	11	18804	1,1,1,1,1,2,1,1,2
286327	2830616652	196	11	18805	1,1,1,1,1,2,1,2,1
286343	2830917616	196	11	18806	1,1,1,1,1,2,1,3
286357	2831218580	196	11	18807	1,1,1,1,1,2,1,1,1,1
286372	2831519564	196	11	18808	1,1,1,1,1,2,1,1,2
286386	2831820560	196	11	18809	1,1,1,1,1,2,1,1,1,1
286403	2832121584	196	11	18810	1,1,1,1,1,3,1,2
286417	2832422612	196	11	18811	1,1,1,1,1,3,1,1,1
286432	2832723660	196	11	18812	1,1,1,1,1,4,2
286446	2833024720	196	11	18813	1,1,1,1,1,5,1
286465	2833325836	196	11	18814	1,1,1,1,1,6
286479	2833626928	196	11	18815	1,1,1,1,1,4,1,1
286494	2833928040	196	11	18816	1,1,1,1,1,3,1,2
286508	2834229164	196	11	18817	1,1,1,1,1,3,1,1,1
286525	2834530316	196	11	18818	1,1,1,1,1,2,1,1,2
286539	2834831472	196	11	18819	1,1,1,1,1,2,1,1,1,1
286554	2835132648	196	11	18820	1,1,1,1,1,2,1,1,2
286568	2835433836	196	11	18821	1,1,1,1,1,2,1,2,1
286584	2835735056	196	11	18822	1,1,1,1,1,2,1,3
286598	2836036276	196	11	18823	1,1,1,1,1,2,1,1,1,1
286613	2836337516	196	11	18824	1,1,1,1,1,2,1,1,2
286627	2836638768	196	11	18825	1,1,1,1,1,2,1,1,1,1
286644	2836940048	196	11	18826	1,1,1,1,1,2,1,1,2
286658	2837241332	196	11	18827	1,1,1,1,1,2,1,1,1,1
286673	2837542636	196	11	18828	1,1,1,1,1,2,2,2
286687	2837843952	196	11	18829	1,1,1,1,1,2,3,1
286704	2838145308	196	11	18830	1,1,1,1,1,1,1,4
286718	2838446656	196	11	18831	1,1,1,1,1,1,1,2,1,1
286733	2838748024	196	11	18832	1,1,1,1,1,1,1,1,1,2
286747	2839049404	196	11	18833	1,1,1,1,1,1,1,1,1,1,1
286764	2839350812	196	11	18834	1,1,1,1,1,1,1,1,1,2
286778	2839652224	196	11	18835	1,1,1,1,1,1,1,1,1,1,1
286793	2839953656	196	11	18836	1,1,1,1,1,1,1,1,1,2
286807	2840255100	196	11	18837	1,1,1,1,1,1,1,1,2,1
286823	2840556576	196	11	18838	1,1,1,1,1,1,1,1,3
286837	2840858052	196	11	18839	1,1,1,1,1,1,1,1,1,1,1
286852	2841159548	196	11	18840	1,1,1,1,1,1,1,1,1,2
286866	2841461056	196	11	18841	1,1,1,1,1,1,1,1,1,1,1
286883	2841762592	196	11	18842	1,1,1,1,1,1,2,1,2
286897	2842064132	196	11	18843	1,1,1,1,1,1,2,1,1,1
286912	2842365692	196	11	18844	1,1,1,1,1,1,3,2
286926	2842667264	196	11	18845	1,1,1,1,1,1,4,1
286944	2842968880	196	11	18846	1,1,1,1,1,1,5
286958	2843270484	196	11	18847	1,1,1,1,1,1,3,1,1
286973	2843572108	196	11	18848	1,1,1,1,1,1,2,1,2
286987	2843873744	196	11	18849	1,1,1,1,1,1,2,1,1,1
287004	2844175408	196	11	18850	1,1,1,1,1,1,1,1,1,2
287018	2844477076	196	11	18851	1,1,1,1,1,1,1,1,1,1,1
287033	2844778764	196	11	18852	1,1,1,1,1,1,1,1,1,2
287047	2845080464	196	11	18853	1,1,1,1,1,1,1,1,2,1
287063	2845382196	196	11	18854	1,1,1,1,1,1,1,1,3
287077	2845683928	196	11	18855	1,1,1,1,1,1,1,1,1,1,1
287092	2845985680	196	11	18856	1,1,1,1,1,1,1,1,1,2
287106	2846287444	196	11	18857	1,1,1,1,1,1,1,1,1,1,1
287123	2846589236	196	11	18858	1,1,1,1,1,1,1,1,1,2
287137	2846891032	196	11	18859	1,1,1,1,1,1,1,1,1,1,1
287152	2847192848	196	11	18860	1,1,1,1,1,1,1,2,2
287166	2847494676	196	11	18861	1,1,1,1,1,1,1,3,1
287183	2847796544	196	11	18862	1,1,1,1,1,1,1,4
287197	2848098404	196	11	18863	1,1,1,1,1,1,1,2,1,1
287212	2848400284	196	11	18864	1,1,1,1,1,1,1,1,1,2
287226	2848702176	196	11	18865	1,1,1,1,1,1,1,1,1,1,1
287243	2849004096	196	11	18866	1,1,1,1,1,1,1,1,1,2
287257	2849306020	196	11	18867	1,1,1,1,1,1,1,1,1,1,1
287272	2849607964	196	11	18868	1,1,1,1,1,1,1,1,1,2
287286	2849909920	196	11	18869	1,1,1,1,1,1,1,1,2,1
287302	2850211908	196	11	18870	1,1,1,1,1,1,1,1,3
287316	2850513896	196	11	18871	1,1,1,1,1,1,1,1,1,1,1
287331	2850815904	196	11	18872	1,1,1,1,1,1,1,1,1,2
287345	2851117924	196	11	18873	1,1,1,1,1,1,1,1,1,1,1
287362	2851419972	196	11	18874	1,1,1,1,1,1,2,1,2
287376	2851722024	196	11	18875	1,1,1,1,1,1,2,1,1,1
287391	2852024096	196	11	18876	1,1,1,1,1,1,3,2
287405	2852326180	196	11	18877	1,1,1,1,1,1,4,1
287425	2852628316	196	11	18878	1,1,1,2,1,5
287439	2852930432	196	11	18879	1,1,1,2,1,3,1,1
287454	2853232568	196	11	18880	1,1,1,2,1,2,1,2
287468	2853534716	196	11	18881	1,1,1,2,1,2,1,1,1
287485	2853836892	196	11	18882	1,1,1,2,1,1,1,1,2
287499	2854139072	196	11	18883	1,1,1,2,1,1,1,1,1,1
287514	2854441272	196	11	18884	1,1,1,2,1,1,1,1,2
287528	2854743484	196	11	18885	1,1,1,2,1,1,1,2,1
287544	2855045728	196	11	18886	1,1,1,2,1,1,1,3
287558	2855347972	196	11	18887	1,1,1,2,1,1,1,1,1,1
287573	2855650236	196	11	18888	1,1,1,2,1,1,1,1,2
287587	2855952512	196	11	18889	1,1,1,2,1,1,1,1,1,1
287604	2856254816	196	11	18890	1,1,1,2,1,1,1,1,2
287618	2856557124	196	11	18891	1,1,1,2,1,1,1,1,1,1
287633	2856859452	196	11	18892	1,1,1,2,1,1,2,2
287647	2857161792	196	11	18893	1,1,1,2,1,1,3,1
287664	2857464172	196	11	18894	1,1,1,2,1,1,4
287678	2857766544	196	11	18895	1,1,1,2,1,1,2,1,1
287693	2858068936	196	11	18896	1,1,1,2,1,1,1,1,2
287707	2858371340	196	11	18897	1,1,1,2,1,1,1,1,1,1
287724	2858673772	196	11	18898	1,1,1,2,1,1,1,1,2
287738	2858976208	196	11	18899	1,1,1,2,1,1,1,1,1,1
287753	2859278664	196	11	18900	1,1,1,2,1,1,1,1,2
287767	2859581132	196	11	18901	1,1,1,2,1,1,1,2,1
287783	2859883632	196	11	18902	1,1,1,2,1,1,1,3
287797	2860186132	196	11	18903	1,1,1,2,1,1,1,1,1,1
287812	2860488652	196	11	18904	1,1,1,2,1,1,1,1,2
287826	2860791184	196	11	18905	1,1,1,2,1,1,1,1,1,1
287843	2861093744	196	11	18906	1,1,1,2,1,2,1,2
287857	2861396308	196	11	18907	1,1,1,2,1,2,1,1,1
287872	2861698892	196	11	18908	1,1,1,2,1,3,2
287886	2862001488	196	11	18909	1,1,1,2,1,4,1
287904	2862304128	196	11	18910	1,1,1,3,5
287918	2862606756	196	11	18911	1,1,1,3,3,1,1
287933	2862909404	196	11	18912	1,1,1,3,2,1,2
287947	2863212064	196	11	18913	1,1,1,3,2,1,1,1
287964	2863514752	196	11	18914	1,1,1,3,1,1,1,2
287978	2863817444	196	11	18915	1,1,1,3,1,1,1,1,1
287993	2864120156	196	11	18916	1,1,1,3,1,1,1,2
288007	2864422880	196	11	18917	1,1,1,3,1,1,2,1
288023	2864725636	196	11	18918	1,1,1,3,1,1,3
288037	2865028392	196	11	18919	1,1,1,3,1,1,1,1,1
288052	2865331168	196	11	18920	1,1,1,3,1,1,1,2
288066	2865633956	196	11	18921	1,1,1,3,1,1,1,1,1
288083	2865936772	196	11	18922	1,1,1,3,1,1,1,2
288097	2866239592	196	11	18923	1,1,1,3,1,1,1,1,1
288112	2866542432	196	11	18924	1,1,1,3,1,2,2
288126	2866845284	196	11	18925	1,1,1,3,1,3,1
288143	2867148176	196	11	18926	1,1,1,4,4
288157	2867451060	196	11	18927	1,1,1,4,2,1,1
288172	2867753964	196	11	18928	1,1,1,4,1,1,2
288186	2868056880	196	11	18929	1,1,1,4,1,1,1,1
288203	2868359824	196	11	18930	1,1,1,4,1,1,2
288217	2868662772	196	11	18931	1,1,1,4,1,1,1,1
288232	2868965740	196	11	18932	1,1,1,4,1,1,2
288246	2869268720	196	11	18933	1,1,1,4,1,2,1
288262	2869571732	196	11	18934	1,1,1,4,1,3
288276	2869874744	196	11	18935	1,1,1,4,1,1,1,1
288291	2870177776	196	11	18936	1,1,1,4,1,1,2
288305	2870480820	196	11	18937	1,1,1,4,1,1,1,1
288322	2870783892	196	11	18938	1,1,1,5,1,2
288336	2871086968	196	11	18939	1,1,1,5,1,1,1
288351	2871390064	196	11	18940	1,1,1,6,2
288365	2871693172	196	11	18941	1,1,1,7,1
288386	2871996348	196	11	18942	1,1,1,8
288400	2872299488	196	11	18943	1,1,1,6,1,1
288415	2872602648	196	11	18944	1,1,1,5,1,2
288429	2872905820	196	11	18945	1,1,1,5,1,1,1
288446	2873209020	196	11	18946	1,1,1,4,1,1,2
288460	2873512224	196	11	18947	1,1,1,4,1,1,1,1
288475	2873815448	196	11	18948	1,1,1,4,1,1,2
288489	2874118684	196	11	18949	1,1,1,4,1,2,1
288505	2874421952	196	11	18950	1,1,1,4,1,3
288519	2874725220	196	11	18951	1,1,1,4,1,1,1,1
288534	2875028508	196	11	18952	1,1,1,4,1,1,2
288548	2875331808	196	11	18953	1,1,1,4,1,1,1,1
288565	2875635136	196	11	18954	1,1,1,4,1,1,2
288579	2875938468	196	11	18955	1,1,1,4,1,1,1,1
288594	2876241820	196	11	18956	1,1,1,4,2,2
288608	2876545184	196	11	18957	1,1,1,4,3,1
288625	2876848588	196	11	18958	1,1,1,3,1,4
288639	2877151984	196	11	18959	1,1,1,3,1,2,1,1
288654	2877455400	196	11	18960	1,1,1,3,1,1,1,2
288668	2877758828	196	11	18961	1,1,1,3,1,1,1,1,1
288685	2878062284	196	11	18962	1,1,1,3,1,1,1,2
288699	2878365744	196	11	18963	1,1,1,3,1,1,1,1,1
288714	2878669224	196	11	18964	1,1,1,3,1,1,1,2
288728	2878972716	196	11	18965	1,1,1,3,1,1,2,1
288744	2879276240	196	11	18966	1,1,1,3,1,1,3
288758	2879579764	196	11	18967	1,1,1,3,1,1,1,1,1
288773	2879883308	196	11	18968	1,1,1,3,1,1,1,2
288787	2880186864	196	11	18969	1,1,1,3,1,1,1,1,1
288804	2880490448	196	11	18970	1,1,1,3,2,1,2
288818	2880794036	196	11	18971	1,1,1,3,2,1,1,1
288833	2881097644	196	11	18972	1,1,1,3,3,2
288847	2881401264	196	11	18973	1,1,1,3,4,1
288865	2881704928	196	11	18974	1,1,1,2,1,5
288879	2882008580	196	11	18975	1,1,1,2,1,3,1,1
288894	2882312252	196	11	18976	1,1,1,2,1,2,1,2
288908	2882615936	196	11	18977	1,1,1,2,1,2,1,1,1
288925	2882919648	196	11	18978	1,1,1,2,1,1,1,1,2
288939	2883223364	196	11	18979	1,1,1,2,1,1,1,1,1,1
288954	2883527100	196	11	18980	1,1,1,2,1,1,1,1,2
288968	2883830848	196	11	18981	1,1,1,2,1,1,1,2,1
288984	2884134628	196	11	18982	1,1,1,2,1,1,1,3
288998	2884438408	196	11	18983	1,1,1,2,1,1,1,1,1,1
289013	2884742208	196	11	18984	1,1,1,2,1,1,1,1,2
289027	2885046020	196	11	18985	1,1,1,2,1,1,1,1,1,1
289044	2885349860	196	11	18986	1,1,1,2,1,1,1,1,2
289058	2885653704	196	11	18987	1,1,1,2,1,1,1,1,1,1
289073	2885957568	196	11	18988	1,1,1,2,1,1,2,2
289087	2886261444	196	11	18989	1,1,1,2,1,1,3,1
289104	2886565360	196	11	18990	1,1,1,2,1,1,4
289118	2886869268	196	11	18991	1,1,1,2,1,1,2,1,1
289133	2887173196	196	11	18992	1,1,1,2,1,1,1,1,2
289147	2887477136	196	11	18993	1,1,1,2,1,1,1,1,1,1
289164	2887781104	196	11	18994	1,1,1,2,1,1,1,1,2
289178	2888085076	196	11	18995	1,1,1,2,1,1,1,1,1,1
289193	2888389068	196	11	18996	1,1,1,2,1,1,1,1,2
289207	2888693072	196	11	18997	1,1,1,2,1,1,1,2,1
289223	2888997108	196	11	18998	1,1,1,2,1,1,1,3
289237	2889301144	196	11	18999	1,1,1,2,1,1,1,1,1,1
289252	2889605200	196	11	19000	1,1,1,2,1,1,1,1,2
289266	2889909268	196	11	19001	1,1,1,2,1,1,1,1,1,1
289283	2890213364	196	11	19002	1,1,1,2,1,2,1,2
289297	2890517464	196	11	19003	1,1,1,2,1,2,1,1,1
289312	2890821584	196	11	19004	1,1,1,2,1,3,2
289326	2891125716	196	11	19005	1,1,1,2,1,4,1
289346	2891429900	196	11	19006	1,1,1,1,1,1,5
289360	2891734064	196	11	19007	1,1,1,1,1,1,3,1,1
289375	2892038248	196	11	19008	1,1,1,1,1,1,2,1,2
289389	2892342444	196	11	19009	1,1,1,1,1,1,2,1,1,1
289406	2892646668	196	11	19010	1,1,1,1,1,1,1,1,1,2
289420	2892950896	196	11	19011	1,1,1,1,1,1,1,1,1,1,1
289435	2893255144	196	11	19012	1,1,1,1,1,1,1,1,1,2
289449	2893559404	196	11	19013	1,1,1,1,1,1,1,1,2,1
289465	2893863696	196	11	19014	1,1,1,1,1,1,1,1,3
289479	2894167988	196	11	19015	1,1,1,1,1,1,1,1,1,1,1
289494	2894472300	196	11	19016	1,1,1,1,1,1,1,1,1,2
289508	2894776624	196	11	19017	1,1,1,1,1,1,1,1,1,1,1
289525	2895080976	196	11	19018	1,1,1,1,1,1,1,1,1,2
289539	2895385332	196	11	19019	1,1,1,1,1,1,1,1,1,1,1
289554	2895689708	196	11	19020	1,1,1,1,1,1,1,2,2
289568	2895994096	196	11	19021	1,1,1,1,1,1,1,3,1
289585	2896298524	196	11	19022	1,1,1,1,1,1,1,4
289599	2896602944	196	11	19023	1,1,1,1,1,1,1,2,1,1
289614	2896907384	196	11	19024	1,1,1,1,1,1,1,1,1,2
289628	2897211836	196	11	19025	1,1,1,1,1,1,1,1,1,1,1
289645	2897516316	196	11	19026	1,1,1,1,1,1,1,1,1,2
289659	2897820800	196	11	19027	1,1,1,1,1,1,1,1,1,1,1
289674	2898125304	196	11	19028	1,1,1,1,1,1,1,1,1,2
289688	2898429820	196	11	19029	1,1,1,1,1,1,1,1,2,1
289704	2898734368	196	11	19030	1,1,1,1,1,1,1,1,3
289718	2899038916	196	11	19031	1,1,1,1,1,1,1,1,1,1,1
289733	2899343484	196	11	19032	1,1,1,1,1,1,1,1,1,2
289747	2899648064	196	11	19033	1,1,1,1,1,1,1,1,1,1,1
289764	2899952672	196	11	19034	1,1,1,1,1,1,2,1,2
289778	2900257284	196	11	19035	1,1,1,1,1,1,2,1,1,1
289793	2900561916	196	11	19036	1,1,1,1,1,1,3,2
289807	2900866560	196	11	19037	1,1,1,1,1,1,4,1
289825	2901171248	196	11	19038	1,1,1,1,1,1,5
289839	2901475924	196	11	19039	1,1,1,1,1,1,3,1,1
289854	2901780620	196	11	19040	1,1,1,1,1,1,2,1,2
289868	2902085328	196	11	19041	1,1,1,1,1,1,2,1,1,1
289885	2902390064	196	11	19042	1,1,1,1,1,1,1,1,1,2
289899	2902694804	196	11	19043	1,1,1,1,1,1,1,1,1,1,1
289914	2902999564	196	11	19044	1,1,1,1,1,1,1,1,1,2
289928	2903304336	196	11	19045	1,1,1,1,1,1,1,1,2,1
289944	2903609140	196	11	19046	1,1,1,1,1,1,1,1,3
289958	2903913944	196	11	19047	1,1,1,1,1,1,1,1,1,1,1
289973	2904218768	196	11	19048	1,1,1,1,1,1,1,1,1,2
289987	2904523604	196	11	19049	1,1,1,1,1,1,1,1,1,1,1
290004	2904828468	196	11	19050	1,1,1,1,1,1,1,1,1,2
290018	2905133336	196	11	19051	1,1,1,1,1,1,1,1,1,1,1
290033	2905438224	196	11	19052	1,1,1,1,1,1,1,2,2
290047	2905743124	196	11	19053	1,1,1,1,1,1,1,3,1
290064	2906048064	196	11	19054	1,1,1,1,1,2,4
290078	2906352996	196	11	19055	1,1,1,1,1,2,2,1,1
290093	2906657948	196	11	19056	1,1,1,1,1,2,1,1,2
290107	2906962912	196	11	19057	1,1,1,1,1,2,1,1,1,1
290124	2907267904	196	11	19058	1,1,1,1,1,2,1,1,2
290138	2907572900	196	11	19059	1,1,1,1,1,2,1,1,1,1
290153	2907877916	196	11	19060	1,1,1,1,1,2,1,1,2
290167	2908182944	196	11	19061	1,1,1,1,1,2,1,2,1
290183	2908488004	196	11	19062	1,1,1,1,1,2,1,3
290197	2908793064	196	11	19063	1,1,1,1,1,2,1,1,1,1
290212	2909098144	196	11	19064	1,1,1,1,1,2,1,1,2
290226	2909403236	196	11	19065	1,1,1,1,1,2,1,1,1,1
290243	2909708356	196	11	19066	1,1,1,1,1,3,1,2
290257	2910013480	196	11	19067	1,1,1,1,1,3,1,1,1
290272	2910318624	196	11	19068	1,1,1,1,1,4,2
290286	2910623780	196	11	19069	1,1,1,1,1,5,1
290305	2910928992	196	11	19070	1,1,1,1,1,6
290319	2911234180	196	11	19071	1,1,1,1,1,4,1,1
290334	2911539388	196	11	19072	1,1,1,1,1,3,1,2
290348	2911844608	196	11	19073	1,1,1,1,1,3,1,1,1
290365	2912149856	196	11	19074	1,1,1,1,1,2,1,1,2
290379	2912455108	196	11	19075	1,1,1,1,1,2,1,1,1,1
290394	2912760380	196	11	19076	1,1,1,1,1,2,1,1,2
290408	2913065664	196	11	19077	1,1,1,1,1,2,1,2,1
290424	2913370980	196	11	19078	1,1,1,1,1,2,1,3
290438	2913676296	196	11	19079	1,1,1,1,1,2,1,1,1,1
290453	2913981632	196	11	19080	1,1,1,1,1,2,1,1,2
290467	2914286980	196	11	19081	1,1,1,1,1,2,1,1,1,1
290484	2914592356	196	11	19082	1,1,1,1,1,2,1,1,2
290498	2914897736	196	11	19083	1,1,1,1,1,2,1,1,1,1
290513	2915203136	196	11	19084	1,1,1,1,1,2,2,2
290527	2915508548	196	11	19085	1,1,1,1,1,2,3,1
290544	2915814000	196	11	19086	1,1,1,1,1,1,1,4
290558	2916119444	196	11	19087	1,1,1,1,1,1,1,2,1,1
290573	2916424908	196	11	19088	1,1,1,1,1,1,1,1,1,2
290587	2916730384	196	11	19089	1,1,1,1,1,1,1,1,1,1,1
290604	2917035888	196	11	19090	1,1,1,1,1,1,1,1,1,2
290618	2917341396	196	11	19091	1,1,1,1,1,1,1,1,1,1,1
290633	2917646924	196	11	19092	1,1,1,1,1,1,1,1,1,2
290647	2917952464	196	11	19093	1,1,1,1,1,1,1,1,2,1
290663	2918258036	196	11	19094	1,1,1,1,1,1,1,1,3
290677	2918563608	196	11	19095	1,1,1,1,1,1,1,1,1,1,1
290692	2918869200	196	11	19096	1,1,1,1,1,1,1,1,1,2
290706	2919174804	196	11	19097	1,1,1,1,1,1,1,1,1,1,1
290723	2919480436	196	11	19098	1,1,1,1,1,1,2,1,2
290737	2919786072	196	11	19099	1,1,1,1,1,1,2,1,1,1
290752	2920091728	196	11	19100	1,1,1,1,1,1,3,2
290766	2920397396	196	11	19101	1,1,1,1,1,1,4,1
290784	2920703108	196	11	19102	1,1,1,1,1,1,5
290798	2921008808	196	11	19103	1,1,1,1,1,1,3,1,1
290813	2921314528	196	11	19104	1,1,1,1,1,1,2,1,2
290827	2921620260	196	11	19105	1,1,1,1,1,1,2,1,1,1
290844	2921926020	196	11	19106	1,1,1,1,1,1,1,1,1,2
290858	2922231784	196	11	19107	1,1,1,1,1,1,1,1,1,1,1
290873	2922537568	196	11	19108	1,1,1,1,1,1,1,1,1,2
290887	2922843364	196	11	19109	1,1,1,1,1,1,1,1,2,1
290903	2923149192	196	11	19110	1,1,1,1,1,1,1,1,3
290917	2923455020	196	11	19111	1,1,1,1,1,1,1,1,1,1,1
290932	2923760868	196	11	19112	1,1,1,1,1,1,1,1,1,2
290946	2924066728	196	11	19113	1,1,1,1,1,1,1,1,1,1,1
290963	2924372616	196	11	19114	1,1,1,1,1,1,1,1,1,2
290977	2924678508	196	11	19115	1,1,1,1,1,1,1,1,1,1,1
290992	2924984420	196	11	19116	1,1,1,1,1,1,1,2,2
291006	2925290344	196	11	19117	1,1,1,1,1,1,1,3,1
291023	2925596308	196	11	19118	1,1,1,1,1,1,1,4
291037	2925902264	196	11	19119	1,1,1,1,1,1,1,2,1,1
291052	2926208240	196	11	19120	1,1,1,1,1,1,1,1,1,2
291066	2926514228	196	11	19121	1,1,1,1,1,1,1,1,1,1,1
291083	2926820244	196	11	19122	1,1,1,1,1,1,1,1,1,2
291097	2927126264	196	11	19123	1,1,1,1,1,1,1,1,1,1,1
291112	2927432304	196	11	19124	1,1,1,1,1,1,1,1,1,2
291126	2927738356	196	11	19125	1,1,1,1,1,1,1,1,2,1
291142	2928044440	196	11	19126	1,1,1,1,1,1,1,1,3
291156	2928350524	196	11	19127	1,1,1,1,1,1,1,1,1,1,1
291171	2928656628	196	11	19128	1,1,1,1,1,1,1,1,1,2
291185	2928962744	196	11	19129	1,1,1,1,1,1,1,1,1,1,1
291202	2929268888	196	11	19130	1,1,1,1,1,1,2,1,2
291216	2929575036	196	11	19131	1,1,1,1,1,1,2,1,1,1
291231	2929881204	196	11	19132	1,1,1,1,1,1,3,2
291245	2930187384	196	11	19133	1,1,1,1,1,1,4,1
291265	2930493616	196	11	19134	1,1,1,1,1,1,5
291279	2930799828	196	11	19135	1,1,1,1,1,1,3,1,1
291294	2931106060	196	11	19136	1,1,1,1,1,1,2,1,2
291308	2931412304	196	11	19137	1,1,1,1,1,1,2,1,1,1
291325	2931718576	196	11	19138	1,1,1,1,1,1,1,1,1,2
291339	2932024852	196	11	19139	1,1,1,1,1,1,1,1,1,1,1
291354	2932331148	196	11	19140	1,1,1,1,1,1,1,1,1,2
291368	2932637456	196	11	19141	1,1,1,1,1,1,1,1,2,1
291384	2932943796	196	11	19142	1,1,1,1,1,1,1,1,3
291398	2933250136	196	11	19143	1,1,1,1,1,1,1,1,1,1,1
291413	2933556496	196	11	19144	1,1,1,1,1,1,1,1,1,2
291427	2933862868	196	11	19145	1,1,1,1,1,1,1,1,1,1,1
291444	2934169268	196	11	19146	1,1,1,1,1,1,1,1,1,2
291458	2934475672	196	11	19147	1,1,1,1,1,1,1,1,1,1,1
291473	2934782096	196	11	19148	1,1,1,1,1,1,1,2,2
291487	2935088532	196	11	19149	1,1,1,1,1,1,1,3,1
291504	2935395008	196	11	19150	1,1,1,1,1,1,1,4
291518	2935701476	196	11	19151	1,1,1,1,1,1,1,2,1,1
291533	2936007964	196	11	19152	1,1,1,1,1,1,1,1,1,2
291547	2936314464	196	11	19153	1,1,1,1,1,1,1,1,1,1,1
291564	2936620992	196	11	19154	1,1,1,1,1,1,1,1,1,2
291578	2936927524	196	11	19155	1,1,1,1,1,1,1,1,1,1,1
291593	2937234076	196	11	19156	1,1,1,1,1,1,1,1,1,2
291607	2937540640	196	11	19157	1,1,1,1,1,1,1,1,2,1
291623	2937847236	196	11	19158	1,1,1,1,1,1,1,1,3
291637	2938153832	196	11	19159	1,1,1,1,1,1,1,1,1,1,1
291652	2938460448	196	11	19160	1,1,1,1,1,1,1,1,1,2
291666	2938767076	196	11	19161	1,1,1,1,1,1,1,1,1,1,1
291683	2939073732	196	11	19162	1,1,1,1,1,1,2,1,2
291697	2939380392	196	11	19163	1,1,1,1,1,1,2,1,1,1
291712	2939687072	196	11	19164	1,1,1,1,1,1,3,2
291726	2939993764	196	11	19165	1,1,1,1,1,1,4,1
291744	2940300500	196	11	19166	1,1,1,1,2,5
291758	2940607224	196	11	19167	1,1,1,1,2,3,1,1
291773	2940913968	196	11	19168	1,1,1,1,2,2,1,2
291787	2941220724	196	11	19169	1,1,1,1,2,2,1,1,1
291804	2941527508	196	11	19170	1,1,1,1,2,1,1,1,2
291818	2941834296	196	11	19171	1,1,1,1,2,1,1,1,1,1
291833	2942141104	196	11	19172	1,1,1,1,2,1,1,1,2
291847	2942447924	196	11	19173	1,1,1,1,2,1,1,2,1
291863	2942754776	196	11	19174	1,1,1,1,2,1,1,3
291877	2943061628	196	11	19175	1,1,1,1,2,1,1,1,1,1
291892	2943368500	196	11	19176	1,1,1,1,2,1,1,1,2
291906	2943675384	196	11	19177	1,1,1,1,2,1,1,1,1,1
291923	2943982296	196	11	19178	1,1,1,1,2,1,1,1,2
291937	2944289212	196	11	19179	1,1,1,1,2,1,1,1,1,1
291952	2944596148	196	11	19180	1,1,1,1,2,1,2,2
291966	2944903096	196	11	19181	1,1,1,1,2,1,3,1
291983	2945210084	196	11	19182	1,1,1,1,3,4
291997	2945517064	196	11	19183	1,1,1,1,3,2,1,1
292012	2945824064	196	11	19184	1,1,1,1,3,1,1,2
292026	2946131076	196	11	19185	1,1,1,1,3,1,1,1,1
292043	2946438116	196	11	19186	1,1,1,1,3,1,1,2
292057	2946745160	196	11	19187	1,1,1,1,3,1,1,1,1
292072	2947052224	196	11	19188	1,1,1,1,3,1,1,2
292086	2947359300	196	11	19189	1,1,1,1,3,1,2,1
292102	2947666408	196	11	19190	1,1,1,1,3,1,3
292116	2947973516	196	11	19191	1,1,1,1,3,1,1,1,1
292131	2948280644	196	11	19192	1,1,1,1,3,1,1,2
292145	2948587784	196	11	19193	1,1,1,1,3,1,1,1,1
292162	2948894952	196	11	19194	1,1,1,1,4,1,2
292176	2949202124	196	11	19195	1,1,1,1,4,1,1,1
292191	2949509316	196	11	19196	1,1,1,1,5,2
292205	2949816520	196	11	19197	1,1,1,1,6,1
292225	2950123788	196	11	19198	1,1,1,1,7
292239	2950431024	196	11	19199	1,1,1,1,5,1,1
292254	2950738280	196	11	19200	1,1,1,1,4,1,2
292268	2951045548	196	11	19201	1,1,1,1,4,1,1,1
292285	2951352844	196	11	19202	1,1,1,1,3,1,1,2
